
Eliminate 0 isolated buses
Eliminate 0 branches
Eliminate 0 generators
Preprocessing complete
Convert input data model
Creating Y matrix of input full model
Do first round reduction eliminating all external buses
10195 external generators are to be placed
Do second round reduction eliminating all external non-generator buses
External generator on bus 39512 is moved to 38423
External generator on bus 39516 is moved to 39498
External generator on bus 39517 is moved to 39498
External generator on bus 39521 is moved to 38729
External generator on bus 39528 is moved to 39259
External generator on bus 39531 is moved to 39259
External generator on bus 39532 is moved to 39259
External generator on bus 39538 is moved to 40418
External generator on bus 39540 is moved to 40418
External generator on bus 39541 is moved to 40418
External generator on bus 39542 is moved to 40418
External generator on bus 39546 is moved to 40418
External generator on bus 39548 is moved to 40418
External generator on bus 39550 is moved to 38729
External generator on bus 39553 is moved to 38729
External generator on bus 39556 is moved to 39259
External generator on bus 39562 is moved to 39561
External generator on bus 39563 is moved to 39561
External generator on bus 39564 is moved to 39561
External generator on bus 39565 is moved to 39561
External generator on bus 39566 is moved to 39561
External generator on bus 39570 is moved to 39259
External generator on bus 39574 is moved to 38423
External generator on bus 39575 is moved to 38423
External generator on bus 39579 is moved to 39259
External generator on bus 39580 is moved to 39259
External generator on bus 39584 is moved to 38423
External generator on bus 39587 is moved to 38729
External generator on bus 39590 is moved to 40418
External generator on bus 39591 is moved to 40418
External generator on bus 39593 is moved to 40418
External generator on bus 39594 is moved to 40418
External generator on bus 39598 is moved to 51893
External generator on bus 39599 is moved to 51893
External generator on bus 39601 is moved to 38729
External generator on bus 39602 is moved to 38729
External generator on bus 39610 is moved to 40418
External generator on bus 39613 is moved to 39259
External generator on bus 39615 is moved to 38423
External generator on bus 39618 is moved to 48728
External generator on bus 39619 is moved to 48728
External generator on bus 39623 is moved to 40418
External generator on bus 39624 is moved to 40418
External generator on bus 39625 is moved to 40418
External generator on bus 39630 is moved to 40418
External generator on bus 39637 is moved to 39259
External generator on bus 39640 is moved to 39498
External generator on bus 39642 is moved to 38729
External generator on bus 39645 is moved to 38729
External generator on bus 40700 is moved to 40946
External generator on bus 40703 is moved to 40594
External generator on bus 40704 is moved to 40594
External generator on bus 40705 is moved to 40594
External generator on bus 40709 is moved to 40594
External generator on bus 40714 is moved to 40682
External generator on bus 40715 is moved to 40682
External generator on bus 40716 is moved to 40682
External generator on bus 40717 is moved to 40682
External generator on bus 40723 is moved to 40722
External generator on bus 40724 is moved to 40722
External generator on bus 40725 is moved to 40722
External generator on bus 40729 is moved to 40682
External generator on bus 40730 is moved to 40682
External generator on bus 40733 is moved to 40682
External generator on bus 40735 is moved to 41078
External generator on bus 40742 is moved to 40946
External generator on bus 40744 is moved to 41078
External generator on bus 40746 is moved to 40594
External generator on bus 40748 is moved to 41078
External generator on bus 40749 is moved to 41078
External generator on bus 40750 is moved to 41078
External generator on bus 40755 is moved to 40594
External generator on bus 40761 is moved to 40980
External generator on bus 40762 is moved to 40682
External generator on bus 40763 is moved to 40682
External generator on bus 40764 is moved to 40682
External generator on bus 40765 is moved to 40682
External generator on bus 40766 is moved to 40682
External generator on bus 40769 is moved to 40946
External generator on bus 40774 is moved to 40946
External generator on bus 40778 is moved to 40594
External generator on bus 40779 is moved to 40594
External generator on bus 40780 is moved to 40594
External generator on bus 40784 is moved to 37748
External generator on bus 40787 is moved to 40418
External generator on bus 40788 is moved to 40418
External generator on bus 40791 is moved to 40946
External generator on bus 40793 is moved to 40946
External generator on bus 40796 is moved to 41078
External generator on bus 40797 is moved to 41078
External generator on bus 40798 is moved to 41078
External generator on bus 40799 is moved to 41078
External generator on bus 40802 is moved to 40682
External generator on bus 40805 is moved to 40594
External generator on bus 40807 is moved to 40980
External generator on bus 40814 is moved to 40682
External generator on bus 40815 is moved to 40682
External generator on bus 40818 is moved to 40682
External generator on bus 40820 is moved to 40980
External generator on bus 40823 is moved to 40682
External generator on bus 40824 is moved to 40682
External generator on bus 40825 is moved to 40682
External generator on bus 40831 is moved to 40682
External generator on bus 40832 is moved to 40682
External generator on bus 40833 is moved to 40682
External generator on bus 40836 is moved to 40722
External generator on bus 40841 is moved to 40682
External generator on bus 40844 is moved to 40594
External generator on bus 40845 is moved to 40594
External generator on bus 40846 is moved to 40594
External generator on bus 40851 is moved to 40682
External generator on bus 40852 is moved to 40682
External generator on bus 40853 is moved to 40682
External generator on bus 40856 is moved to 40946
External generator on bus 40859 is moved to 40946
External generator on bus 40860 is moved to 40946
External generator on bus 40866 is moved to 40946
External generator on bus 40867 is moved to 40946
External generator on bus 40868 is moved to 40946
External generator on bus 40872 is moved to 40418
External generator on bus 40874 is moved to 40594
External generator on bus 40877 is moved to 40682
External generator on bus 40878 is moved to 40682
External generator on bus 40882 is moved to 40980
External generator on bus 40884 is moved to 40946
External generator on bus 40886 is moved to 40418
External generator on bus 40888 is moved to 40594
External generator on bus 40890 is moved to 40682
External generator on bus 40893 is moved to 40980
